word,sentence,sense,llm_annotation
ಗುಂಡಿ,ಬಳಿಕ ಈ ಪತ್ರವನ್ನು ಅಪರಿಚಿತ ಸ್ಥಳವೊಂದರಲ್ಲಿ ಗುಂಡಿ ತೋಡಿ ಹೂತುಬಿಡಿ.,1,1
ಗುಂಡಿ,"“ಸರಿಯಪ್ಪ ಅದೇನೊ ನೀವು ನೇರವಾದ ವ್ಯಕ್ತಿಯಲ್ಲ ಡಾಕ್ಟರೆ, ನಿಮ್ಮ ಮನಸಿನ ಆಳ ತೆಗೆಯೋದು ಕಷ್ಟವೆ, ಇನ್ನು ಸಮಯವಿದೆಯಲ್ಲ ಯೋಚಿಸೋಣ , ಈಗ ಇರಲಿ ಬನ್ನಿ ಹೊರಡೋಣ , ನಿಮ್ಮ ಮನೆಯ ಹತ್ತಿರ ಹೋಗೋಣ, ನೀವು ಮುಚ್ಚಿರುವ ಗುಂಡಿ ಅಗೆಯಲು ಎಲ್ಲರು ಸೇರಿದ್ದಾರೆ, ನಮ್ಮ ಬಾಸ್ ಗಳು ಎಲ್ಲ ಬಂದಿದ್ದಾರೆ ಹೊರಡಿ “ ಎಂದು ಎದ್ದು ನಿಂತ ಇನ್ಸ್ ಪೆಕ್ಟರ್ ಕರಿಯಪ್ಪ",1,1
ಗುಂಡಿ,ಇಂಗು ಗುಂಡಿ ಹೇಗೆ?,1,1
ಗುಂಡಿ,‘15 ದಿನಗಳಲ್ಲಿ ಗುಂಡಿ ಮುಕ್ತ ಅವಳಿ ನಗರ’,1,1
ಗುಂಡಿ,"ಆ ಕಲೆಯನ್ನೇ ಮುಟ್ಟಿ ಮುಟ್ಟಿ ನೋಡಿ, ಅಲ್ಲಿ ಗುಂಡಿ ಬಿದ್ದಿರುವಂತ ಅದರ ಅನುಭವ ಪಡೆದುಕೊಂಡ ನಂತರ ಒಮ್ಮೆ ನನ್ನನ್ನು ವಿಶೇಷವಾಗಿ ದಿಟ್ಟಿಸಿ ನೋಡಿ ಜಾಗ ಖಾಲಿ ಮಾಡಿದ.",1,1
ಗುಂಡಿ,ಕೆಲ ಹಳ್ಳಗಳಲ್ಲಿ ಆನೆಗಳು ಗುಂಡಿ ತೋಡಿ ನೀರು ಕುಡಿದು ಹೋಗಿರುತ್ತವೆ.,1,1
ಗುಂಡಿ,ಪ್ರತಾಪ್ ಗ್ರೌಂಡ್ ರಿಯಾಲಿಟಿ ಎಂಟರ್‌ಪ್ರೈಸಸ್ ಎಂಬ ಸಂಸ್ಥೆಯನ್ನು ಕಟ್ಟಿ ಅದರ ಮೂಲಕವೇ ಗುಂಡಿ ಮುಚ್ಚುವ ಅಭಿಯಾನ ಆರಂಭಿಸಿದ್ದಾರೆ.,1,1
ಗುಂಡಿ,"ಎಲ್ಲರೂ ಒಟ್ಟಿಗೆ ಸೇರಿ ಹೊಲದ ಬದಿಯಲ್ಲಿ ಗುಂಡಿ ತೋಡಿ, ಅದರೊಳಗೆ ಕುಳ್ಳು, ಕಟ್ಟಿಗೆ ಹಾಕಿ ಗಟ್ಟಿ ಕೆಂಡ ಮಾಡಿ ಜೋಳದ ತೆನೆ ಸುಡಲು ಸಜ್ಜಾಗುವುದು ವಿಶೇಷ.",1,1
ಗುಂಡಿ,ಎದೆಗೆ ಎರಡು ಗುಂಡಿ ಬಿಟ್ಟ ಅಂಗಿ ನೋಡಿಕೊಂಡ.,2,2
ಗುಂಡಿ,"ಅಲ್ಲೇನಿದ್ದರೂ ವಿದೇಶದಲ್ಲಿ ಕುಳಿತ ಪ್ರೇಕ್ಷಕರು, ವಿಮರ್ಶಕರು ಭಾರತದ ಕೊಳಚೆ ಗುಂಡಿ ನೋಡಿ ಪಾಪ ಅನ್ನಬೇಕು, ಇದು ಸಾಕ್ಷಾತ್ ಭಾರತದ ದರ್ಶನ ಎಂದುಕೊಂಡು ಪ್ರಶಸ್ತಿ ಕೊಡಬೇಕು.",1,1
ಗುಂಡಿ,"ಆದರೆ ಬರೀ ನೆಲದಲ್ಲಿ ಗುಂಡಿ ತೋಡಿ ಅಲ್ಲಿ ವೇದಿಕೆ ಸೃಷ್ಟಿಸಿ, ಸಾವಿರಾರು ಜನರನ್ನು ಸೇರಿಸಿ, ಅವರಿಗೆ ಸತ್ಯದ ಪಾಠ ಹೇಳುವ ಕೆಲಸ ಇದೆಯಲ್ಲ, ಅದು ಲಕ್ಷದಲ್ಲಿ ಒಬ್ಬರಿಂದ ಮಾತ್ರ ಸಾಧ್ಯ.",1,1
ಗುಂಡಿ,ಕೆ.ಎನ್.ಪಿ.ಯುಟ್ಯೂಬ್ ಚಾನಲ್ ಗಾಗಿ ಈ ಗುಂಡಿ ಒತ್ತಿರಿ,2,2
ಗುಂಡಿ,ಗುಂಡಿ ತೋಡಲು ತಾನು ಸಹಾಯ ಮಾಡಿದೆ ಹಾಗೂ ಹತ್ಯೆಯ ಮೇಲುಸ್ತುವಾರಿ ವಹಿಸಿದೆ ಎಂದು ಅವನು ಹೇಳುತ್ತಾನೆ.,1,1
ಗುಂಡಿ,ಅಲ್ಲಿ ನಿಮ್ಮXML file ಅನ್ನು ಸೇರ್ಪಡೆಗೊಳಿಸಿ ಅಪ್ಲೋಡ್ ಗುಂಡಿ ಒತ್ತಿದರೆ ಒಂದೆರಡು ನಿಮಿಷಗಳ ಒಳಗಾಗಿ ನಿಮ್ಮ ಪಾವತಿ ಸಲ್ಲಿಸಲ್ಪಟ್ಟು ನಿಮ್ಮ ಇ-ಮೇಲ್ ವಿಳಾಸಕ್ಕೆ ಒಂದು ಪತ್ರ ಬರುತ್ತದೆ.,2,2
ಗುಂಡಿ,ಸದನಕ್ಕೆ ಬರುವಾಗ ಸರಿಯಾಗಿ ಶರ್ಟ್​ ಗುಂಡಿ ಹಾಕಿ: ನೂತನ ಶಾಸಕರಿಗೆ ಸ್ಪೀಕರ್​ ಕ್ಲಾಸ್​ - Kannada Today - ಕನ್ನಡ ಟುಡೇ - Digital News,2,2
ಗುಂಡಿ,ರಸ್ತೆ ಗುಂಡಿ ಮುಚ್ಚಲು ಬಿಬಿಎಂಪಿಗೆ ಮೂರು ದಿನ ಗಡುವು ನೀಡಿದ ಹೈಕೋರ್ಟ್‌,1,1
ಗುಂಡಿ,ಮಕ್ಕಳನ್ನು ಗುಂಡಿ ತೋಡಲು ಬಳಸಿಕೊಳ್ಳಬಾರದು~ ಎಂದು ಆದೇಶಿಸಿದರು.,1,1
ಗುಂಡಿ,ಸೆ.24ರೊಳಗೆ ಗುಂಡಿ ಮುಕ್ತ ಬೆಂಗಳೂರು: ಹೈಕೋರ್ಟ್ ಡೆಡ್ ಲೈನ್,1,1
ಗುಂಡಿ,ನೀವು ಓಡಾಡುವ ರಸ್ತೆಯಲ್ಲಿ ಗುಂಡಿ ಬಿದ್ದಿದೆಯೇ?,1,1
ಗುಂಡಿ,"ನಂತರ ನ್ಯೂ ಬಿಇಎಲ್ ರಸ್ತೆಯಲ್ಲಿ ಫೈಥಾನ್ ಯಂತ್ರದಿಂದ ಗುಂಡಿ ಮುಚ್ಚುವ ಕಾರ್ಯ ನಡೆಯುತ್ತಿದ್ದು, ಅದನ್ನು ವೀಕ್ಷಿಸಿದರು.",1,1
ಗುಂಡಿ,ಇಂಗು ಗುಂಡಿ ನಿರ್ಮಾಣ ಎಲ್ಲರ ಜವಾಬ್ದಾರಿ: ವಿಜಯ್ ಕುಮಾರ್,1,1
ಗುಂಡಿ,ಗುಂಡಿ - ವಿಕಿಪೀಡಿಯ,2,1
ಗುಂಡಿ,ಬಿಬಿಎಂಪಿಗೆ ಬೇಕಾಗುತ್ತದೆ.[ನಿಮ್ಮ ಏರಿಯಾದಲ್ಲೂ ರಸ್ತೆ ಗುಂಡಿ ಇದ್ದರೆ ಚಿತ್ರ ತೆಗೆದು ಕಳಿಸಿ],1,1
ಗುಂಡಿ,"ಇನ್ನೂ ವಿಚಿತ್ರವೆಂದರೆ, ಇಂಗು ಗುಂಡಿ ಮಾಡಿ ಭೂಮಿಗೆ ನೀರುಣಿಸಿದರೆ, ಅಕ್ಕಪಕ್ಕದವರ ಮನೆ ಬೋರ್‌ವೆಲ್‌ಗಳಿಗೆ ಸಹಾಯವಾಗುತ್ತದೆ, ಈ ಕೆಲಸವೇ ಬೇಡ.",1,1
ಗುಂಡಿ,"ಶಾಶ್ವತ ಪರಿಹಾರಕ್ಕೆ ಡೆಂಡರ್‌ ಶ್ಯೂರ್ ರಸ್ತೆ ಗುಂಡಿಗಳನ್ನು‌ ಮುಚ್ಚುವುದು ಒಂದೆಡೆಯಾದರೆ, ಗುಂಡಿ ಬೀಳದಂತಹ ರಸ್ತೆ ನಿರ್ಮಾಣ ಕಾರ್ಯ ಕೂಡ ನಡೆಯುತ್ತಿದೆ.",1,1
ಗುಂಡಿ,"ಹೀಗಲ್ಲದೆ, “ಗಣಿತದ ಅಂಕುಡೊಂಕು ನಮಗಲ್ಲ, ಗುಂಡಿ ಒತ್ತಿ ಫಲಿತಾಂಶ ಪಡೆದರೆ ಮುಗಿದು ಹೋಯಿತು” ಎಂಬ ಕೊಂಕುನುಡಿ ನಿಮ್ಮ ನಿಲವಾದರೆ ಅಷ್ಟರಮಟ್ಟಿಗೆ ಗಣಿತಾನಂದದಿಂದ ನೀವು ವಂಚಿತರಾಗಿರುತ್ತೀರಿ.",2,2
ಗುಂಡಿ,"ಜನರ ಒತ್ತಡ, ಮಾಧ್ಯಮಗಳಲ್ಲಿ ನಿತ್ಯವೂ ರಸ್ತೆ ಸಮಸ್ಯೆ ಬಿತ್ತರವಾಗುತ್ತಿರುವುದರ ಪರಿಣಾಮ ಬಿಬಿಎಂಪಿ ಗುಂಡಿ ಮುಚ್ಚಲು ಮುಂದಾಗಿದೆ.",1,1
ಗುಂಡಿ,"ನೀವು ಬಳಕೆದಾರ ಗುಂಡಿ - feed.css ಸ್ಟೈಲ್ಶೀಟ್ ಕಸ್ಟಮೈಸ್ ಮಾಡಲು ಬಯಸಿದರೆ, ನೀವು ನಿಮ್ಮ ಸಕ್ರಿಯ ಥೀಮ್ ಫೋಲ್ಡರ್ನಲ್ಲಿ ಇದು ಇರಿಸಬಹುದು, ಮತ್ತು ಬಳಕೆದಾರ ಲಿಂಕ್ ಫೀಡ್ ಅಲ್ಲಿ ಕಾಣಬಹುದು ( ಬಳಕೆದಾರ ಲಿಂಕ್ ಫೀಡ್ ನವೀಕರಿಸುವಾಗ ರೀತಿ ನಿಮ್ಮ ಸ್ಟೈಲ್ಶೀಟ್ ಗ್ರಾಹಕೀಕರಣ ಕಳೆದುಕೊಳ್ಳುವುದಿಲ್ಲ ) .",2,2
ಗುಂಡಿ,ಅವುಗಳಲ್ಲಿ ನಿಮಗೆ ಬೇಡವಾದವುಗಳನ್ನು ಎದುರಿಗಿರುವ ಮುಚ್ಚು ಗುಂಡಿ ಒತ್ತುವ ಮೂಲಕ ತೆಗೆದುಹಾಕಬಹುದು.,2,2
ಗುಂಡಿ,ಸೋಮವಾರದೊಳಗೆ ನಗರದ ಎಲ್ಲಾ ರಸ್ತೆ ಗುಂಡಿಗಳನ್ನು ಮುಚ್ಚಲಾಗಿದೆ ಎಂದು ಕೋರ್ಟ್‍ಗೆ ಮಾಹಿತಿ ನೀಡಬೇಕಾದ್ದರಿಂದ ರಜಾ ದಿನಗಳಲ್ಲೂ ಕಾಮಗಾರಿ ನಡೆಸಲಾಗುತ್ತಿದ್ದರೂ ಪೂರ್ತಿ ಗುಂಡಿ ಮುಚ್ಚಲು ಬಿಬಿಎಂಪಿ ಅಧಿಕಾರಿಗಳಿಗೆ ಸಾಧ್ಯವಾಗಿರಲಿಲ್ಲ.,1,1
ಗುಂಡಿ,"ನಿಧಿಯ ಆಸೆಗೆ ಶಿವಲಿಂಗವನ್ನು ಸರಿಸಿ, ಅದರ ಕೆಳಗೆ 4 ಅಡಿ ಗುಂಡಿ ತೋಡಿದ ಘಟನೆ ಚಿಕ್ಕಮಗಳೂರು Read more…",1,1
ಗುಂಡಿ,ಇಂದು ಮತ್ತೆ ಅರ್ಜಿ ವಿಚಾರಣೆ: ಗುಂಡಿ ಮುಚ್ಚುವ ಕಾರ್ಯ ಮುಂದುವರೆಸಲು ಸೂಚನೆ,1,1
ಗುಂಡಿ,ಇಗ್ಗಲೂರಿನ ಪಂಪ್ ಹೌಸ್ ಬಳಿ ಗುಂಡಿ ಒತ್ತುವ ಮೂಲಕ ನೀರು ಪೂರೈಸುವ ಕಾಮಗಾರಿಗೆ ಜಿಲ್ಲಾ ಉಸ್ತುವಾರಿ ಸಚಿವ ಸಿ.ಪಿ.,2,2
ಗುಂಡಿ,ಹತ್ತು ಸಲ ಗುಂಡಿ ಒತ್ತಬಹುದು.,2,2
ಗುಂಡಿ,"September 20, 2018 ಗುಂಡಿ ಮುಕ್ತ ಬೆಂಗಳೂರಿಗೆ ಗಡುವು",1,1
ಗುಂಡಿ,ಅಮ್ಮ ನಸುನಗುತ್ತಾ ಕುತೂಹಲದಿಂದ ಗುಂಡಿ ಒತ್ತಿದರು.,2,2
ಗುಂಡಿ,ಮಹಾತ್ಮ ಗಾಂಧಿ ರಾಷ್ಟ್ರೀಯ ಗ್ರಾಮೀಣ ಉದ್ಯೋಗ ಖಾತ್ರಿ ಯೋಜನೆಯಡಿ ಗ್ರಾಮೀಣ ಮೂಲಭೂತ ಸೌಕರ್ಯದಡಿ ದ್ರವ ತ್ಯಾಜ್ಯ ವಸ್ತುಗಳ ನಿರ್ವಹಣೆ ಮಾಡಲು ಇಂಗು ಗುಂಡಿ ಕಾಮಗಾರಿಯನ್ನು ಅನುಷ್ಟಾನಗೊಳಿಸಲು ಇದೀಗ ಅವಕಾಶ ಕಲ್ಪಿಸಲಾಗಿದೆ.,1,1
ಗುಂಡಿ,ಹೀಗಾಗಿ ಇದಕ್ಕೂ ಮುನ್ನವೇ ಗುಂಡಿ ಮುಚ್ಚುವ ಕೆಲಸವನ್ನು ಮಾಡಲಾಗುತ್ತಿದೆ.‌ ನಗರದ ಬಹುತೇಕ ಕಡೆ ಗುಂಡಿ ಬಿದ್ದಿದ್ದ ಬಗ್ಗೆ ಬಿಬಿಎಂಪಿಗೆ ದೂರುಗಳು ಬಂದಿವೆ.,1,1
ಗುಂಡಿ,ಎಲ್ಲಾ ಕಡೆ ರಸ್ತೆ ಗುಂಡಿ ಮುಚ್ಚುವುದಕ್ಕೆ ಅನುದಾನ ನೀಡಿದ್ದೇವೆ.,1,1
ಗುಂಡಿ,ಕೆಲವೆಡೆ ಕಾಮಗಾರಿ ಮುಗಿದರೂ ಗುಂಡಿ ಮುಚ್ಚದ ಕಾರಣ ಸಂಚಾರ ಕಷ್ಟವಾಗಿದೆ.,1,1
ಗುಂಡಿ,"ಅಲ್ಲದೆ, ಈಗಾಗಲೇ ಗುಂಡಿ ಮುಚ್ಚಿರುವ ಕಾಮಗಾರಿಯ ಗುಣಮಟ್ಟ ಪರಿಶೀಲನೆ ನಡೆಸಲು ಇಬ್ಬರು ಕಮಿಷನರ್‌ಗಳನ್ನು ನೇಮಿಸಿ ಸಮಗ್ರ ವರದಿ ನೀಡುವಂತೆ ಆದೇಶಿಸಿದೆ.",1,1
ಗುಂಡಿ,"ಶರ್ಟ್​ಗಳ ಗುಂಡಿ ಹಾಕಿಕೊಂಡು ಬರಬೇಕು ಎಂದು ಶಾಸಕರಿಗೆ ಶಿಸ್ತಿನ ಪಾಠ ಮಾಡಿದ್ದಾರೆ, ಮೊದಲ ಬಾರಿಗೆ 61 ಶಾಸಕರು ಆಯ್ಕೆಯಾಗಿದ್ದು, ವಿಧಾನ ಪರಿಷತ್‌ನ 17 ಸದಸ್ಯರು ಸೇರಿ ಒಟ್ಟು 78 ಶಾಸಕರಿಗೆ ವಿಧಾನಸಭೆ, ಪರಿಷತ್‌ ನಡಾವಳಿಗಳ ಬಗ್ಗೆ ಹಿರಿಯ ಶಾಸಕರೂ ಆದ ಸ್ಪೀಕರ್ ಪಾಠ ಮಾಡಿದರು.",2,2
ಗುಂಡಿ,Home ಬೆಳಗಾವಿ ಬೆಳಗಾವಿ ನಗರ ರಸ್ತೆ ಗುಂಡಿ ಮುಚ್ಚುವಂತೆ ಏಕಾಂಗಿ ಪ್ರತಿಭಟನೆ,1,1
ಗುಂಡಿ,"“Oparışam” ನೂರು ವರ್ಷಗಳ ಸಾಕಷ್ಟು, ಗುಂಡಿ ಶೌಚಾಲಯ ಒಂದು ವಜ್ರ ಕೇಂದ್ರದೊಂದಿಗೆ ಪ್ರಸಿದ್ಧ ದೇಶದ ಮಾಡಲು.",1,2
ಗುಂಡಿ,"ಬೆಂಗಳೂರಿನಲ್ಲಿ ರಸ್ತೆ ಗುಂಡಿ ಮುಚ್ಚುವ ವಿಚಾರಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ ಹೈಕೋರ್ಟ್ ವಿಭಾಗೀಯ ಪೀಠದಲ್ಲಿ ಇಂದು ನಡೆದ ಪಿಐಎಲ್ ವಿಚಾರಣೆಯಲ್ಲಿ ಉತ್ತರಿಸಿದ ಬಿಬಿಎಂಪಿ, ಕಳೆದ 15 ದಿನಗಳಿಂದ ರಸ್ತೆಗುಂಡಿ ಮುಚ್ಚಿಲ್ಲ, 43 ಪ್ರದೇಶಗಳ ಪೈಕಿ 16 ಕಡೆ ಮುಚ್ಚಿದ್ದೇವೆಂದು ಹೇಳಿದೆ.",1,1
ಗುಂಡಿ,"ಅದಕ್ಕಿಂತ ಆಳವಾಗಿ ಗುಂಡಿ ಬಿದ್ದಿದ್ದರೆ ಜಲ್ಲಿ ಕಲ್ಲು, ಮರಳು, ಮಿಶ್ರಣ ಹಾಕಿ ಹಾಗೂ ಆ ನಂತರ ಡಾಂಬರು ಹಾಕಲಾಗುತ್ತದೆ ಎನ್ನುತ್ತಾರೆ ಪಾಲಿಕೆ ಅಧಿಕಾರಿಗಳು.",1,1
ಗುಂಡಿ,"ಬಳಕುಂಜೆ ಹಾಗೂ ಐಕಳ ಗ್ರಾಮ ಪಂಚಾಯತ್ ವ್ಯಾಪ್ತಿಯಲ್ಲಿನ ಶಾಂಭವಿ ನದಿ ಉಕ್ಕಿ ಹರಿದು ಪೆರ್ಗುಂಡಿ, ಕರಿಯತ್ತಲ ಗುಂಡಿ ಉಳೆಪಾಡಿ, ಪಟ್ಟೆ ಕ್ರಾಸ್ ಮತ್ತಿತರ ಪ್ರದೇಶದಲ್ಲಿ ತಗ್ಗು ಪ್ರದೇಶ ಜಲಾವೃತಗೊಂಡಿದ್ದು, ನೂರಾರು ಎಕರೆ ಕೃಷಿ ಭೂಮಿ ನಾಶವಾಗಿದೆ.",1,2
ಗುಂಡಿ,ಸಾಮಾಜಿಕ ಅರಣ್ಯ ಇಲಾಖೆಗೆ ಸಂಬಂಧಿಸಿದ ಗುಂಡಿ ತೆಗೆಯುವ ಮತ್ತು ಸಸಿ ನೆಡುವ ಕಾಮಗಾರಿಯಲ್ಲಿ ಸುಮಾರು 70ಕ್ಕೂ ಅಧಿಕ ಕೂಲಿಕಾರರು ಕೆಲಸ ಮಾಡಿದ್ದರು.,1,2
ಗುಂಡಿ,ಅಭಿಮಾನಿಗಳ ವಿರೋಧದ ನಡುವೆಯೇ ಈ ತೀರ್ಮಾನ ಕಾರ್ಯರೂಪಕ್ಕೂ ಬಂತು; ವಿಜ್ಞಾನಿಯೊಬ್ಬರ ಕೈಬೆರಳುಗಳು ಕ್ಯಾಮೆರಾದ ಗುಂಡಿ ಒತ್ತಿ ಅದನ್ನು ಆರಿಸುತ್ತಿರುವ ಚಿತ್ರದೊಡನೆ ಕಾಫಿಯಂತ್ರದ ಚಿತ್ರಯಾತ್ರೆ ಮುಕ್ತಾಯವಾಯಿತು.,2,2
ಗುಂಡಿ,ಅನಗತ್ಯವಾಗಿ ಹರಿದು ಹೋಗುವ ನೀರನ್ನು ಗುಂಡಿ ಮೂಲಕ ಭೂಮಿಗೆ ಇಂಗುವಂತೆ ಮಾಡಬೇಕು.,1,2
ಗುಂಡಿ,ಬೇರೆ ವಿಭಾಗದ ಅಧಿಕಾರಿಗಳನ್ನು ರಸ್ತೆ ಗುಂಡಿ ಮುಚ್ಚುವ ಕಾರ್ಯಕ್ಕೆ ಬಳಸಿಕೊಳ್ಳುತ್ತಿದ್ದೇವೆ.,1,1
ಗುಂಡಿ,"ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿ 169ರಲ್ಲಿ ಅಲ್ಲಲ್ಲಿ ಗುಂಡಿ ಉಂಟಾಗಿದ್ದಲ್ಲದೆ, ಕೆಲವು ಭಾಗಗಳಲ್ಲಿ ಡಾಮರು ಕಿತ್ತುಹೋಗಿದೆ.",1,1
ಗುಂಡಿ,"ತಿಲಕ್​ರಾಜ್ ಚನ್ನಪಟ್ಟಣ ಎಲ್ಲೆಂದರಲ್ಲಿ ಬಿದ್ದಿರುವ ಕಸ, ಗಬ್ಬು ನಾರುತ್ತಿರುವ ಚರಂಡಿ, ಅಲ್ಲಲ್ಲಿ ಡಾಂಬರೀಕರಣವಾಗಿದ್ದರೂ ಗುಂಡಿ ಬಿದ್ದಿರುವ ರಸ್ತೆಗಳು… ಇವು ಪಟ್ಟಣದ 10ನೇ ವಾರ್ಡ್​ನ ಪ್ರಮುಖ ಸಮಸ್ಯೆಗಳು.",1,1
ಗುಂಡಿ,ಗುಂಡಿ ಕಂಡಲ್ಲಿ ತಕ್ಷಣವೇ ಕ್ರಮ ಕೈಗೊಳ್ಳುವಂತೆ ಅಧಿಕಾರಿಗಳಿಗೆ ನಿರ್ದೇಶಿಸಿದ್ದೇವೆ.,1,1
ಗುಂಡಿ,"ಸಾವಿರ ಗುಂಡಿ ಪತ್ತೆ: ಬೆಂಗಳೂರಿನ ರಸ್ತೆಗಳಲ್ಲಿ 6 ಸಾವಿರ ಗುಂಡಿಗಳನ್ನು ಗುರುತಿಸಲಾಗಿದ್ದು, ಇವುಗಳನ್ನು ಮುಚ್ಚುವ ಕೆಲಸ ನಡೆಯುತ್ತಿದೆ ಎಂದು ಉಪಮುಖ್ಯಮಂತ್ರಿ ಪ್ರತಿಕ್ರಿಯೆ ನೀಡಿದರು.",1,1
ಗುಂಡಿ,"ಕರಾವಳಿ, ಮಲೆನಾಡು ಸೇರಿದಂತೆ ನಾನಾ ಕಡೆ ಮಳೆ ಸುರಿದು ರಸ್ತೆಗಳು ಹಾಳಾಗಿ ಅನೇಕ ಕಡೆ ಗುಂಡಿ ಬಿದ್ದಿವೆ, ಮನೆ ಕುಸಿದು ಬಿದ್ದಿವೆ.",1,1
ಗುಂಡಿ,ನಮ್ಮದೇನಿದ್ದರೂ ರಸ್ತೆ ಗುಂಡಿ ಮುಚ್ಚುವುದು ಮತ್ತು ಮಳೆ ಹಾನಿಗೆ ಪರಿಹಾರ ನೀಡುವ ಕೆಲಸ ಮಾತ್ರ ಎಂದೂ ಅವರು ಲಘು ಧಾಟಿಯಲ್ಲಿ ಹೇಳಿದರು.,1,1
ಗುಂಡಿ,ಒಂದೇ ರಾತ್ರಿಯಲ್ಲಿ 871 ಗುಂಡಿ ಮುಚ್ಚಿದ್ದೇವೆ : ಮೇಯರ್,1,1
ಗುಂಡಿ,"ನಗರದ ಸೌಂದರ್ಯವನ್ನು ಮರುಸ್ಥಾಪಿಸುವ ನಿಟ್ಟಿನಲ್ಲಿ ಫ್ಲೆಕ್ಸ್‌, ಬ್ಯಾನರ್‌ ಮತ್ತು ಹೋರ್ಡಿಂಗ್‌ ತೆರವುಗೊಳಿಸುವುದು, ರಸ್ತೆಯ ಗುಂಡಿ ಮುಚ್ಚುವುದು ಮತ್ತು ಅವುಗಳ ಗುಣಮಟ್ಟ ಪರಿಶೀಲನೆಗೆ ತಜ್ಞರ ತಂಡ ನೇಮಿಸುವ ಮೂಲಕ ಆಡಳಿತ ವ್ಯವಸ್ಥೆ ನಂಬಿಕೆಗೆ ಅರ್ಹವಲ್ಲ ಎಂಬ ಸಂದೇಶವನ್ನು ಕೋರ್ಟ್ ಸೂಚ್ಯವಾಗಿ ರವಾನಿಸಿದೆ.",1,1
ಮಂಡಿ,ಮಂಡಿ ಚಿಪು್ಪ ಬದಲಾವಣೆಗೆ ವಿವಿಧೆಡೆ ವಿಧಿಸಲಾಗುತ್ತಿರುವ ದರದಲ್ಲಿ ಭಾರಿ ವ್ಯತ್ಯಾಸ ಕಂಡುಬಂದಿರುವ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ಇಂಥದ್ದೊಂದು ಚಿಂತನೆಗೆ ಕೇಂದ್ರ ಸರ್ಕಾರ ಮುಂದಾಗಿದೆ.,1,1
ಮಂಡಿ,ಪ್ರಧಾನಿ ವಾಜಪೇಯಿ ಅವರಿಗೆ ಜೋಡಿಸಿರುವ ಕೃತಕ ಮಂಡಿ ಚಿಪ್ಪಿಗಿಂತಲೂ ಗುಣಮಟ್ಟದಲ್ಲಿ ಅತ್ಯುತ್ಕೃಷ್ಟವಾದ ಮಂಡಿಚಿಪ್ಪನ್ನು ಅಣ್ಣಾವ್ರಿಗೆ ಅಳವಡಿಸಲಾಗಿದೆ ಎಂದು ಶಸ್ತ್ರ ಚಿಕಿತ್ಸೆ ನಂತರ ಸುದ್ದಿಗಾರರೊಂದಿಗೆ ಮಾತನಾಡಿದ ರಾಜ್‌ ಕುಟುಂಬ ವೈದ್ಯ ಡಾ.ರಮಣ ರಾವ್‌ ತಿಳಿಸಿದರು.,1,1
ಮಂಡಿ,"ಸದ್ಯ ರಾಜ್ಯ ಕಾಂಗ್ರೆಸ್ ನಾಯಕರು ಜಾಣತನದಿಂದಲೇ ಅತೃಪ್ತರನ್ನು ಒಲಿಸಿಕೊಳ್ಳುವ ಪ್ರಯತ್ನ ಮಾಡುತ್ತಿದ್ದು, ಸಾಲು-ಸಾಲು ರಾಜ್ಯ ಮುಖಂಡರು ಒಬ್ಬರ ಹಿಂದೊಬ್ಬರು ಅತೃಪ್ತರ ಮುಂದೆ ಮಂಡಿ ಊರುತ್ತಿದ್ದಾರೆ ಆದರೆ ಎಂ.ಬಿ.ಪಾಟೀಲ ಅವರ ಹಠದ ಮುಂದೆ ಎಲ್ಲರೂ ಸೋಲುತ್ತಿದ್ದಾರೆ.",1,1
ಮಂಡಿ,ಪೃಷ್ಠದ ಕೆಳಗಿನ ಮೂಳೆ ಹಾಗೂ ಮಂಡಿ ನೋವಿನಿಂದ ಈಗ ರಾಜ್‌ಕುಮಾರ್‌ ಸಂಪೂರ್ಣ ಗುಣಮುಖರಾಗಿದ್ದಾರೆ.,1,1
ಮಂಡಿ,"ನನ್ನ ಹೆಸರು ಮಂಜುನಾಥ್ ನನ್ನ ಮೊಬೈಲ್ ನಂಬರ್ 9740093720,ನಮ್ಮದು ಶಿಡ್ಲಘಟ್ಟ ಬಳಿ ಯಣ್ಣಂಗುರೂ,ವೃತ್ತಿಯಲ್ಲಿ ವೆಲ್ಡಿಂಗ್ ಕೆಲಸ ಮಾಡುವುದು,ನಮ್ಮ ತಾಯಿಯವರಿಗೆ ಸುಮಾರು ವರ್ಷಗಳಿಂದ ಮಂಡಿ ನೋವು ಇತ್ತು,ಆರು ತಿಂಗಳ",1,1
ಮಂಡಿ,ಅವರಿಗೂ ವಯಸ್ಸಿಗನುಗುಣವಾಗಿ ಮಂಡಿ ನೋವು ಬಂದಿತ್ತು.,1,1
ಮಂಡಿ,ಬಿದ್ದು ಮಂಡಿ ಕೆತ್ತಿಹೋಗಿದ್ದು ಗೊತ್ತಿಲ್ಲ.,1,1
ಮಂಡಿ,ಮಂಡಿ ನೋವಿಗೆ ಇಲ್ಲಿದೆ ಪರಿಹಾರ,1,1
