word,sentence,label,kannada_meaning,english_meaning
ದಳ,ನೌಕಾ ದಳ ದಿನದಂದು ಸಾಗರ ವಲಯದ ರಕ್ಷಕರಿಗೆ ದೇಶದಾದ್ಯಂತ ಗೌರವ ಸಲ್ಲಿಸಲಾಗುತ್ತದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಸ್ನಾನ ಮಾಡುವ ನೀರಿಗೆ ಕೆಲವು ಹನಿ ಬಾದಾಮಿ ಎಣ್ಣೆ, ಗುಲಾಬಿ ಹೂವಿನ ದಳ ಮತ್ತು ಸ್ನಾನಕ್ಕೆಂದು ದೊರೆಯುವ ಉಪ್ಪನ್ನು ಬೆರೆಸಿ ಸ್ನಾನ ಮಾಡಬಹುದು.",1,ಎಲೆ,Leaf
ದಳ,ಈ ಪ್ರದೇಶಗಳಿಗೆ ಹೆಚ್ಚುವರಿ ವಿಚಕ್ಷಣಾ ದಳ ನಿಯೋಜಿಸಲಾಗುತ್ತಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಬಿಜೆಪಿಯನ್ನು ಮಣಿಸುವ ಕಾರಣದಿಂದಲೇ ಬಿಎಸ್‌ಪಿ, ಎಸ್‌ಪಿ ಮತ್ತು ರಾಷ್ಟ್ರೀಯ ಲೋಕ ದಳ (ಆರ್‌ಎಲ್‌ಡಿ) ಅಂತಿಮ ಹಂತದ ಸಿದ್ಧತೆ ನಡೆಸಿಕೊಂಡಿವೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಸಿ ವ್ಯಾಲಿ ನೀರಿನ ಅನ್ಯ ಬಳಕೆ ತಡೆಯಲು ಜಾಗೃತ ದಳ ರಚನೆ: ಕೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಸ್ಥಳಕ್ಕೆ ಕಾರವಾರದಿಂದ ಶ್ವಾನ ದಳ ಬಂದು ಕಳ್ಳರನ್ನು ಹುಡುಕುವ ಪ್ರಯತ್ನ ಮಾಡಿತು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ದಳ - ಕಾಂಗ್ರೆಸ್ ಕಾರ್ಯಕರ್ತರ ಸಭೆಗೆ ಸಚಿವ ಸಾ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಸತತವಾಗಿ 3ರಿಂದ 4 ಗಂಟೆಗಳ ಕಾಲ ಕಂಬದ ಮೇಲೆ ಇದ್ದ ಇವರನ್ನು ಅಗ್ನಿಶಾಮಕ ದಳ ಹಾಗೂ ಪೊಲೀಸರು ಹಗ್ಗ ನೀಡಿ ಕೆಳಗೆ ಇಳಿಸಿದರು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಝಾಕಿರ್ ನಾಯ್ಕ್‌ ಹಾಗೂ ಅವರ ಸಹವರ್ತಿಗಳಿಗೆ ಸಂಬಂಧಿಸಿದ 78 ಬ್ಯಾಂಕ್‌ ಖಾತೆಗಳು, ₹100 ಕೋಟಿಯಷ್ಟು ರಿಯಲ್‌ ಎಸ್ಟೇಟ್‌ ಹೂಡಿಕೆ ಬಗ್ಗೆ ರಾಷ್ಟ್ರೀಯ ತನಿಖಾ ದಳ (ಎನ್‌ಐಎ) ಪರಿಶೀಲಿಸುತ್ತಿದೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ರವೀಂದ್ರ ಅವರ ನೇತೃತ್ವದಲ್ಲಿ ಕಾಸರಗೋಡು ಅಗ್ನಿ ಶಾಮಕ ದಳ ಹಾಗೂ ಉಪ್ಪಳದ ಅಗ್ನಿ ಶಾಮಕ ದಳಗಳು ಆಗಮಿಸಿ ನಿಯಂತ್ರಣ ಕ್ರಮ ಕೈಗೊಂಡರು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಇದರಿಂದ ನೊಂದ ಬಯೋ ಗ್ಯಾಸ್ ಏಜೆನ್ಸಿ ಮಾಲೀಕರು ಮಂಗಳೂರು ಭ್ರಷ್ಟಾಚಾರ ನಿಗ್ರಹ ದಳ ಕಚೇರಿಯಲ್ಲಿ ದೂರು ನೀಡಿದ್ದರು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಮಿನಿ ವಿಧಾನಸೌಧ ಕಟ್ಟಡ, ಕೋರ್ಟ್ ಕಟ್ಟಡ, ಅಗ್ನಿ ಶಾಮಕ ದಳ ಹೊರತುಪಡಿಸಿ ಇದೇ ಜಾಗದ ಒಂದು ಬದಿಗೆ ನ್ಯಾಯಾಧೀಶರ ವಸತಿ ಗೃಹ ನಿರ್ಮಾಣದ ಯೋಚನೆಯೂ ಸರ್ಕಾರ ಮುಂದಿದೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಶ್ರೀಲಂಕಾದಲ್ಲಿನ ಈಸ್ಟರ್ ಸಂಡೇ ಬಾಂಬ್ ದಾಳಿಗೆ ಸಂಬಂಧಿಸಿ ರಾಷ್ಟ್ರೀಯ ಭದ್ರಾತಾ ದಳ (ಎನ್ಐಎ) ಕೇರಳದ ಕಾಸರಗೋಡು ಸೇರಿ ಹಲವು ಕಡೆಗಳಲ್ಲಿ ದಾಳಿ ನಡೆಸಿದ್ದು ಓರ್ವ ಯುವಕನನ್ನು ವಶಕ್ಕೆ ಪಡೆದಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಬಾಂಬ್ ನಿಷ್ಕ್ರಿಯ ದಳ ಚೆಕ್ ಮಾಡಿದ ಮೇಲೆ, ಸಜೀವ ಬಾಂಬ್ ವಸ್ತುಗಳು ಸಿಕ್ಕಿವೆ ಅನ್ನೋದು ಪ್ರಾಥಮಿಕ ವರದಿಯಲ್ಲಿ ಕಂಡು ಬಂದಿವೆ, ಅವುಗಳನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವ ಕ್ರಮವಾಗುತ್ತಿದೆ ಎಂದರು.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಪ್ರತಿಭಟನೆಗಳು ನಡೆಯುವ ಸ್ಥಳದಲ್ಲಿ ಮುಂಜಾಗ್ರತಾ ಕ್ರಮವಾಗಿ ಆತ್ಮಹತ್ಯೆ ನಿಗ್ರಹ ದಳ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಹೀಗಾಗಿ, ಬೆಂಗಳೂರಿಗೆ ಪ್ರತ್ಯೇಕ ಭಯೋತ್ಪಾದಕ ನಿಗ್ರಹ ದಳ ಸ್ಥಾಪನೆ ಮಾಡುತ್ತಿದ್ದೇವೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಗೃಹರಕ್ಷಕ ದಳ ಹಾಗೂ ಭಾರತೀಯ ರೆಡ್‌ ಕ್ರಾಸ್‌ ಸಂಸ್ಥೆಯಿಂದ ಜಂಟಿಯಾಗಿ ಶಿಬಿರ ಹಮ್ಮಿಕೊಳ್ಳಲಾಗಿತ್ತು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,Home ಕನ್ನಡ ವಾರ್ತೆಗಳು ಕರ್ನಾಟಕ ಲೋಕಾಯುಕ್ತ ಲಂಚ ಪ್ರಕರಣ : ಕಮಲ್‌ಪಂಥ್‌ ನೇತೃತ್ವದ ವಿಶೇಷ ತನಿಖಾ ದಳ ರಚನೆ,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಕಳೆದ 15 ದಿನಗಳ ಹಿಂದೆ ಕಮ್ಮರಡಿಯಲ್ಲಿ ನಕ್ಸಲರು ಕರಪತ್ರಗಳನ್ನು ಹಂಚಿಹೋಗಿದ್ದ ಪ್ರಕರಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ ಜಿಲ್ಲಾ ಪೊಲೀಸ್ ವರಿಷ್ಠಾಧಿಕಾರಿ ಅಣ್ಣಾಮಲೈ ಹಾಗೂ ನಕ್ಸಲ್ ನಿಗ್ರಹ ದಳ ತಂಡ ಶೃಂಗೇರಿ ತಾಲೂಕಿನಾದ್ಯಂತ ನಕ್ಸಲರಿಗಾಗಿ ಕೂಂಬಿಂಗ್ ಕಾರ್ಯಚರಣೆ ನಡೆಸಲಾಗಿತ್ತು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ರೈಲ್ವೆ ರಕ್ಷಣಾ ದಳ ಸಿಬ್ಬಂದಿ ರಾಜ್ಯದ ಎಲ್ಲ ನಿಲ್ದಾಣಗಳಲ್ಲಿಯೂ ಕಟ್ಟೆಚ್ಚರ ವಹಿಸಿದ್ದು, ಅನುಮಾನಾಸ್ಪದ ಪ್ರಯಾಣಿಕರನ್ನು ಗಮನಿಸುವುದು.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಅಗ್ನಿಶಾಮಕ ದಳ ಸ್ಥಳದಲ್ಲಿ ಬೀಡು ಬಿಟ್ಟಿದ್ದು, ಬೆಂಕಿ ನಂದಿಸಲು ಹರಸಾಹಸ ಪಡುತ್ತಿದೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಬಳಿಕ ಬಿಹಾರದತ್ತ ತೆರಳಿ ಜನತಾ ದಳ ಸೇರಿ ಅವರು ವಿ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಕೇಸರಿ ಶಾಲು ಧರಿಸಿ ಉಳಾಯಿಬೆಟ್ಟುವಿಗೆ ಬರಲು ಸಾಧ್ಯವಿಲ್ಲ ಎಂಬ ಕೆಲವು ಮುಸ್ಲಿಂ ಮತಾಂಧರ ಹೇಳಿಕೆಯನ್ನು ವಿಶ್ವ ಹಿಂದೂ ಪರಿಷತ್‌ ಮತ್ತು ಬಜರಂಗ ದಳ ಸವಾಲಾಗಿ ಸ್ವೀಕರಿಸಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಕೊನೆಗೆ ವಿಷಯ ಗೊತ್ತಾಗಿ ಅಗ್ನಿಶಾಮಕ ದಳ ಸಿಬ್ಬಂದಿ ಬಂದು ಸುಮಾರು ಗಂಟೆಗೂ ಹೆಚ್ಚು ಕಾಲ ಕಾರ್ಯಾಚರಣೆ ನಡೆಸಿ ಆತನನ್ನು ಹೊರಗೆ ತೆಗೆದಿದ್ದಾರೆ ಆದರೆ ಆತನ ಗುರುತು ಪತ್ತೆ ಆಗದಷ್ಟು ದಣಿದಿದ್ದ ಹಾಗೂ ಡಿ ಹೈಡ್ರೇಶನ್ ನಿಂದ ಬಳಲುತ್ತಿದ್ದ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಈವರೆಗೂ ತನ್ನ ನಿಲುವು ಏನು ಎಂಬುದನ್ನು ಸ್ಪಷ್ಟಪಡಿಸದ ದಳ ಫಲಿತಾಂಶದ ಬಳಿಕ ಯಾವ ನಿರ್ಧಾರ ತಳೆಯಲಿದೆ ಎಂಬ ಕುತೂಹಲವೂ ಮೂಡಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಇದೇ ಸೆಪ್ಟಂಬರ್ 29ರಂದು ಮಹಾರಾಷ್ಟ್ರದ ಮುಸ್ಲಿಂ ಬಹುಸಂಖ್ಯಾತ ಪಟ್ಟಣವಾದ ಮಾಲೆಗಾಂವ್ನಲ್ಲಿ ನಡೆದ ಆಸ್ಫೋಟವಷ್ಟೇ ಅಲ್ಲ, ಈ ಹಿಂದಿನ ವರ್ಷಗಳಲ್ಲಿ ಅದೇ ರಾಜ್ಯದ ನಾಂದೇಡ್, ಜಲ್ನ, ಪರ್ಭಾಣಿ, ಪೂರ್ನ ಮತ್ತು ಗುಜರಾತ್ನ ಮೊಸಾದ್ ಇತ್ಯಾದಿ ಸ್ಥಳಗಳಲ್ಲಿ ನಡೆದ ಬಾಂಬ್ ಸ್ಫೋಟಗಳಲ್ಲೂ ಈ ಗುಂಪುಗಳ ಕೈವಾಡವಿದೆ ಎಂದು ಮಹಾರಾಷ್ಟ್ರದ ಭಯೋತ್ಪಾದನಾ ನಿಗ್ರಹ ದಳ ಹೇಳುತ್ತಿದೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"26- ರಾಜ್ಯ ರಾಜಕಾರಣದಲ್ಲಿ ಭಾರೀ ಬಿರುಗಾಳಿ ಎಬ್ಬಿಸಿದ್ದ, ದೋಸ್ತಿ ಸರ್ಕಾರವನ್ನು ಅಸ್ಥಿರಗೊಳಿಸುವ ಆಪರೇಷನ್ ಕಮಲದ ಅಡಿಯೋ ಕುರಿತು ರಾಜ್ಯ ಸರ್ಕಾರ ವಿಶೇಷ ತನಿಖಾ ದಳ (ಎಸ್‍ಐಟಿ) [more]",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಪೊಲೀಸ್, ಗೃಹರಕ್ಷಕ ದಳ ಹಾಗೂ ಸ್ವಯಂ ಸೇವಕರು ರಕ್ಷಣಾ ಕಾರ್ಯದಲ್ಲಿ ತೊಡಗಿದ್ದು, ಜಿಲ್ಲಾಡಳಿತದಿಂದ ಸಂಪೂರ್ಣ ಸಹಕಾರ ನೀಡಲಾಗುವುದು.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಜಾರಿ ನಿರ್ದೇಶನಾಲಯ (ಇಡಿ) ಮತ್ತು ಕೇಂದ್ರ ತನಿಖಾ ದಳ (ಸಿಬಿಐ) ಜತೆಗೂಡಿ ಈ ಪ್ರಕರಣದ ತನಿಖೆ ನಡೆಸುತ್ತಿವೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಬಾಥಿಂದಾ ಮತ್ತು ಫಿರೋಜ಼್ ಪುರ್ ಗಳಲ್ಲಿ ಶಿರೋಮಣಿ ಅಕಾಲಿ ದಳ ಹಾಗೂ ಗುರುದಾಸ್‌ಪುರ್ ಮತ್ತು ಹೊಶಿಯಾರ್ಪುರ್ ಗಳಲ್ಲಿ ಬಿಜೆಪಿ ಮುನ್ನಡೆ ಸಾಧಿಸಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಪೊಲೀಸರು ಮತ್ತು ಬಾಂಬ್ ನಿಷ್ಕ್ರಿಂುು ದಳ ಸ್ಥಳಕ್ಕೆ ದಾವಿಸಿತ್ತು, ಇಡೀ ಪ್ರದೇಶವನ್ನು ಸುತ್ತುವರಿಂುುಲಾಗಿದ್ದು, ಸುಳಿವಿಗಾಗಿ ಹುಡುಕಲಾಗುತ್ತಿದೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"2017ರ ಫಲಿತಾಂಶ: 2017ರಲ್ಲಿ ನಡೆದ ವಿಧಾನಸಭಾ ಚುನಾವಣೆಯಲ್ಲಿ 117 ಕ್ಷೇತ್ರಗಳ ಪೈಕಿ ಕಾಂಗ್ರೆಸ್ 77, ಶಿರೋಮಣಿ ಅಕಾಲಿ ದಳ 15 ಮತ್ತು ಆಪ್ 20, ಬಿಜೆಪಿ 3 ಮತ್ತು ಎಲ್‍ಐಪಿ 2ರಲ್ಲಿ ಗೆಲುವು ದಾಖಲಿಸಿತ್ತು.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಅವರು, ಅಗ್ನಿಶಾಮಕ ದಳ ಹಾಗೂ ಪೊಲೀಸರಿಗೆ ವಿಷಯ ತಿಳಿಸಿ ಸ್ಥಳಕ್ಕೆ ದಾವಿಸಿದರು.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ರಾಜ್ಯದ ಕರಾವಳಿ ಮತ್ತು ಮಲೆನಾಡು ಪ್ರದೇಶಗಳಲ್ಲಿ ಈ ದಳ ಕಾರ್ಯಾಚರಣೆ ಮಾಡಲಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಜನತಾ ದಳ ಪಕ್ಷ- ಗಂಗಣ್ಣ ಮಹಂತ ಶೆಟ್ಟರ್, 1999,2004 ಕಾಂಗ್ರೆಸ್-ಜಿ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಬೆಂಗಳೂರು, ಮಾರ್ಚ್ 30 : ಭ್ರಷ್ಟಾಚಾರ ನಿಗ್ರಹ ದಳ ( ಎಸಿಬಿ ) ರಚನೆ ಬಗ್ಗೆ ಭಾರೀ ಚರ್ಚೆ ನಡೆಯುತ್ತಿದೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,17: ಲಕ್ಷಾಂತರ ಮೌಲ್ಯದ ಅಕ್ರಮ ಮರ ಸಾಗಾಟ ಮತ್ತು ಅಕ್ರಮವಾಗಿ ಭಾರೀ ಪ್ರಮಾಣದಲ್ಲಿ ಸಂಗ್ರಹಿಸಲಾಗಿದ್ದ ಬೆಲೆ ಬಾಳುವ ಮರದ ನಾಟಗಳನ್ನು ವಶ ಪಡಿಸಿಕೊಂಡಿರುವ ಕೊಡಗು ಜಿಲ್ಲಾ ಅಪರಾಧ ಪತ್ತೆ ದಳ ಪ್ರಕರಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ ನಾಲ್ವರನ್ನು ಬಂಧಿಸಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ನಿಪ್ಪಾಣಿ ಬಳಿ ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿ 4ರಲ್ಲಿ ಶನಿವಾರ ಸಂಜೆ ಅಬಕಾರಿ ವಿಚಕ್ಷಕ ದಳ ಚರಸ್ ವಶಪಡಿಸಿಕೊಂಡ ಪ್ರಕರಣದ ನಂತರ ಇಂಥ ವ್ಯವಹಾರದ ಹಿಂದೆ ವಿದೇಶಿ ಕೈವಾಡವಿದೆಯೇ ಎಂಬ ಶಂಕೆ ಬಲವಾಗಿ ವ್ಯಕ್ತವಾಗತೊಡಗಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,": ಕರ್ನಾಟಕ ಸರಕಾರ ವಿಶೇಷ ತನಿಖಾ ದಳ ರಚಿಸಿದ್ದು, ಗೌರಿ ಮನೆ ಮತ್ತು ಕಚೇರಿಯಿಂದ ಅವರ ಮನೆಯವರೆಗಿದ್ದ ಸಿಸಿಟಿವಿಗಳ ಫುಟೇಜನ್ನು ಪೊಲೀಸರು ತೆಗೆದುಕೊಂಡಿದ್ದಾರೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಈತನ ಬಗ್ಗೆ ಸುಳಿವು ನೀಡಿದವರಿಗೆ ₹4 ಲಕ್ಷ ಬಹುಮಾನ ನೀಡುವುದಾಗಿ ರಾಷ್ಟ್ರೀಯ ತನಿಖಾ ದಳ ಘೋಷಿಸಿತ್ತು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಹಾಂಕಾಂಗ್‌ನ ಅಗ್ನಿಶಾಮಕ ದಳ ಹೊಸತಾಗಿ ಸಿದ್ಧಪಡಿಸಿದ ಲಾಂಛನ ಸಾಮಾಜಿಕ ಜಾಲತಾಣದಲ್ಲಿ ವೈರಲ್‌ ಆಗಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಪಠಾಣ್ ಕೋಟ್ ದಾಳಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ ಮಹತ್ವದ ಯಶಸ್ಸು ದೊರಕಿದ್ದು ಪಠಾಣ್‌ಕೋಟ್ ಆರ್ಮಿ ಕಂಟೋನ್ಮೆಂಟ್‌ನಲ್ಲೇ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದ ಐಎಸ್ಐ ಪರ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದ ಭಾರತೀಯ ಮೂಲದ ಏಜೆಂಟ್‌ನೊಬ್ಬನನ್ನು ಗುಪ್ತಚರ ದಳ ಬಂಧಿಸಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಘಟನ ಸಂಬಂಧ ಇಂದು ಪತ್ರಿಕಾಗೋಷ್ಠಿ ಕರೆದು ಮಾತನಾಡಿರುವ ಅವರು, ವಿಮಾನ ನಿಲ್ದಾಣದಲ್ಲಿ ಬಾಂಬ್ ಇರುವ ಬ್ಯಾಗ್​ ಅನ್ನು ಇಡಲಾಗಿದೆ ಎಂದು ಮಾಹಿತಿ ದೊರೆತ ತಕ್ಷಣ ಬಾಂಬ್ ನಿಷ್ಕ್ರಿಯ ದಳ ವಿಮಾನ ನಿಲ್ದಾಣಕ್ಕೆ ತೆರಳಿದೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಇರಾನ್ ಕುರಿತು ಸುಳ್ಳು ಮಾಹಿತಿಗಳನ್ನು ನೀಡಿದ್ದಲ್ಲದೆ ಸಾರ್ವಜನಿಕ ಅಭಿಪ್ರಾಯಗಳ ಬಗ್ಗೆಯೂ ಸುಳ್ಳು ವರದಿಗಳನ್ನು ನೀಡುತ್ತಿದ್ದ ಹಸನ್ ಫಾತಿಯನ್ನು ಇರಾನಿನ ಜಾಗೃತ ದಳ ಬಂಧಿಸಿದೆ ಎಂದು ಕ್ಸಿನುವಾ ಸುದ್ದಿಸಂಸ್ಥೆ ವರದಿ ಮಾಡಿದೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಭ್ರಷ್ಟಾಚಾರ ನಿಗ್ರಹ ದಳ ಸ್ಥಾಪನೆ ಮಾಡಿರುವ ಸರ್ಕಾರದ ನಿರ್ಧಾರ ಸರಿಯಲ್ಲ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಇಲ್ಲಿನ ಸರಕಾರಕ್ಕೆ ಡ್ರಗ್ಸ್ ವ್ಯವಹಾರದಿಂದ ಲಾಭವಿರುವುದರಿಂದ ಅದನ್ನು ಅದು ಉತ್ತೇಜಿಸುತ್ತಿದೆ, ಎಂದು ಶಿರೋಮಣಿ ಅಕಾಲಿ ದಳ ನೇತೃತ್ವದ ಪ್ರಕಾಶ್ ಸಿಂಗ್ ಬಾದಲ್ ಸರಕಾರವನ್ನು ಉಲ್ಲೇಖಿಸಿ ಜಲಂಧರ್‌ನಲ್ಲಿ ನಡೆದ ಪ್ರತಿಭಟನೆ ಸಂದರ್ಭ ರಾಹುಲ್ ಹೇಳಿದ್ದರಲ್ಲದೆ, ಸೆನ್ಸಾರ್ ಬೋರ್ಡ್‌ನಿಂದ ಹಲವು ದೃಶ್ಯಗಳಿಗೆ ಕತ್ತರಿ ಹೇರಬೇಕೆಂಬ ಆದೇಶ ಪಡೆದಿರುವ ಉಡ್ತಾ ಪಂಜಾಬ್ ವಿವಾದಕ್ಕೆ ಬಿಜೆಪಿ ಹಾಗೂ ಅಕಾಲಿ ದಳವನ್ನು ರಾಹುಲ್ ದೂಷಿಸಿದ್ದರು.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,"ಇನ್ನು ಸಿಐಡಿಯ ಈ ದೂರನ್ನು ಭ್ರಷ್ಟಾಚಾರ ನಿಗ್ರಹ ದಳ ತನಿಖೆ ನಡೆಸುವ ಸಾಧ್ಯತೆ ಇದ್ದು, ಪ್ರಾಥಮಿಕ ತನಿಖೆಯ ವರದಿ ಬಂದ ಬಳಿಕ ಈ ನಿರ್ಧಾರ ಕೈಗೊಳ್ಳಲಾಗುತ್ತದೆ ಎಂದು ತಿಳಿದುಬಂದಿದೆ.",2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಚುನಾವಣಾ ಕರ್ತವ್ಯದಲ್ಲಿದ್ದ ಅಧಿಕಾರಿಗಳ ಸಂಚಾರಿ ದಳ ನೀಡಿದ್ದ ದೂರಿನ ಮೇರೆಗೆ ಜಿಗ್ನೇಶ್‌ ಮೇವಾನಿ ವಿರುದ್ಧ ಕೇಸು ದಾಖಲಿಸಲಾಗಿದೆ ಎಂದು ಮೂಲಗಳು ತಿಳಿಸಿವೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಸಾಮಾಜಿಕ ಕಾರ್ಯಕರ್ತರು ಸಲ್ಲಿಸಿದ್ದ ದೂರುಗಳನ್ನು ಆಧಾರವಾಗಿಟ್ಟುಕೊಂಡು ಭ್ರಷ್ಟಾಚಾರ ನಿಗ್ರಹ ದಳ ಅಧಿಕಾರಿಗಳು ಶ್ರೀನಿವಾಸಗೌಡ ಅವರಿಗೆ ನೋಟಿಸ್ ನೀಡಿದ್ದರು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಅಪರಾಹ್ನ 2 ಗಂಟೆ ಸುಮಾರಿಗೆ ಬೆಂಕಿಯನ್ನು ಸಂಪೂರ್ಣ ಹತೋಟಿಗೆ ತರಲಾಯಿತು ಎಂದು ಉಡುಪಿಯ ಜಿಲ್ಲಾ ಅಗ್ನಿಶಾಮಕ ದಳ ಅಧಿಕಾರಿ ವಸಂತ ಕುಮಾರ್ ತಿಳಿಸಿದರು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಗೇಂದಾಲಾಲ್‌ ನಿಧಾನವಾಗಿ ಲಕ್ಷ್ಮಣಾನಂದ ಮತ್ತು ಪಂಚಮಸಿಂಗರ ಸಹಾಯದಿಂದ ಒಂದು ದೊಡ್ಡ ವೀರರ ದಳ ಕಟ್ಟಿದ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಮೊದಲು ನಾನು ಕೆಲವು ಅಲ್ಪಸಂಖ್ಯಾತ ಕುರಿಗಳನ್ನು ಕಟ್ಟಿಕೊಂಡು ಶಿವಾಜಿ ನಗರ ಗೋರಕ್ಷಕ ದಳ ರಚಿಸಲಿದ್ದೇನೆ.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಬೆದರಿಕೆ ಕರೆ ಹಿನ್ನಲೆಯಲ್ಲಿ ಪೊಲೀಸರು ಮತ್ತು ಬಾಂಬ್ ನಿಷ್ಕ್ರಿಯ ದಳ ತಪಾಸಣೆ ನಡೆಸಿದರು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಜಿಲ್ಲೆಯಲ್ಲಿ ಅಕ್ರಮ ವ್ಯವಹಾರಗಳನ್ನು ತಡೆಗಟ್ಟಲು ವೀಚಕ್ಷಕ ದಳ ರಚಿಸಲಾಗಿದ್ದು ವಿತರಕರು ಬಿತ್ತನೆ ಬೀಜ ಹಾಗೂ ರಸ ಗೊಬ್ಬರಗಳನ್ನು ಎಮ್.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
ದಳ,ಇಲ್ಲಿ 2018 ರಲ್ಲಿ ಜನತಾ ದಳ (ಜಾತ್ಯತೀತ) ಯ ಸಿಎನ್ ಬಾಲಕೃಷ್ಣ ಗೆಲುವು ಸಾಧಿಸಿದ್ದರು.,2,"ಪಡೆ, ಸೈನ್ಯ",Army
